pc_time_s,seq_id,module_id,status,tx_drops,EMG R env,EMG L env,EMG R act,EMG L act,FSR RH,FSR RT,FSR LH,FSR LT,Phase R,Phase L,Gait R,Gait L,Thigh R,Thigh L,Tau R,Tau L
0.4500,8712,240,0,0,0.001478,0.009428,0.000000,0.000000,1.500000,1.500000,1.321771,1.500000,0.343449,0.706744,1.000000,2.000000,6.723633,-16.435547,0.000000,0.000000
0.4600,8713,240,0,0,0.001327,0.009288,0.000000,0.000000,1.500000,1.500000,1.326818,1.500000,0.350183,0.709244,1.000000,2.000000,6.657715,-16.457520,0.000000,0.000000
0.4700,8714,240,0,0,0.001651,0.009195,0.000000,0.000000,1.500000,1.500000,1.329650,1.500000,0.356917,0.711744,1.000000,2.000000,6.613770,-16.479492,0.000000,0.000000
0.4800,8715,240,0,0,0.001752,0.009188,0.000000,0.000000,1.500000,1.500000,1.334286,1.500000,0.363651,0.714244,1.000000,2.000000,6.569824,-16.523438,0.000000,0.000000
0.4900,8716,240,0,0,0.001752,0.008847,0.000000,0.000000,1.500000,1.500000,1.336918,1.500000,0.370385,0.716744,1.000000,2.000000,6.525879,-16.545410,0.000000,0.000000
0.5000,8717,240,0,0,0.001911,0.009158,0.000000,0.000000,1.500000,1.500000,1.340623,1.500000,0.377120,0.719243,1.000000,2.000000,6.481934,-16.567383,0.000000,0.000000
0.5100,8718,240,0,0,0.001826,0.009638,0.000000,0.000000,1.500000,1.500000,1.343759,1.500000,0.383854,0.721743,1.000000,2.000000,6.459961,-16.589355,0.000000,0.000000
0.5200,8719,240,0,0,0.001689,0.009671,0.000000,0.000000,1.500000,1.500000,1.345373,1.500000,0.390588,0.724243,1.000000,2.000000,6.437988,-16.611328,0.000000,0.000000
0.5300,8720,240,0,0,0.001629,0.009577,0.000000,0.000000,1.500000,1.500000,1.348186,1.500000,0.397322,0.726743,1.000000,2.000000,6.416016,-16.633301,0.000000,0.000000
0.5400,8721,240,0,0,0.001707,0.009941,0.000000,0.000000,1.500000,1.500000,1.351423,1.500000,0.404056,0.729243,1.000000,2.000000,6.394043,-16.655273,0.000000,0.000000
0.5500,8722,240,0,0,0.001683,0.010097,0.000000,0.000000,1.500000,1.500000,1.353488,1.500000,0.410790,0.731743,1.000000,2.000000,6.372070,-16.699219,0.000000,0.000000
0.5600,8723,240,0,0,0.001526,0.009551,0.000000,0.000000,1.500000,1.500000,1.355282,1.500000,0.417524,0.734242,1.000000,2.000000,6.350098,-16.721191,0.000000,0.000000
0.5700,8724,240,0,0,0.001317,0.009873,0.000000,0.000000,1.500000,1.500000,1.358708,1.500000,0.424258,0.736742,1.000000,2.000000,6.328125,-16.743164,0.000000,0.000000
0.5800,8725,240,0,0,0.001620,0.010066,0.000000,0.000000,1.500000,1.500000,1.362389,1.500000,0.430993,0.739242,1.000000,2.000000,6.328125,-16.765137,0.000000,0.000000
0.5900,8726,240,0,0,0.001735,0.009625,0.000000,0.000000,1.500000,1.500000,1.364855,1.500000,0.437727,0.741742,1.000000,2.000000,6.306152,-16.787109,0.000000,0.000000
0.6000,8727,240,0,0,0.002044,0.009789,0.000000,0.000000,1.500000,1.500000,1.365387,1.500000,0.444461,0.744242,1.000000,2.000000,6.284180,-16.809082,0.000000,0.000000
0.6100,8728,240,0,0,0.001698,0.009628,0.000000,0.000000,1.500000,1.500000,1.365878,1.500000,0.451195,0.746741,1.000000,2.000000,6.262207,-16.831055,0.000000,0.000000
0.6200,8729,240,0,0,0.001639,0.009396,0.000000,0.000000,1.500000,1.500000,1.368915,1.500000,0.457929,0.749241,1.000000,2.000000,6.240234,-16.853027,0.000000,0.000000
0.6300,8730,240,0,0,0.001731,0.009874,0.000000,0.000000,1.500000,1.500000,1.370343,1.500000,0.464663,0.751741,1.000000,2.000000,6.218262,-16.853027,0.000000,0.000000
0.6400,8731,240,0,0,0.001692,0.010099,0.000000,0.000000,1.500000,1.500000,1.371254,1.500000,0.471397,0.754241,1.000000,2.000000,6.196289,-16.875000,0.000000,0.000000
0.6500,8732,240,0,0,0.001621,0.009988,0.000000,0.000000,1.500000,1.500000,1.371760,1.500000,0.478132,0.756741,1.000000,2.000000,6.174316,-16.875000,0.000000,0.000000
0.6600,8733,240,0,0,0.001592,0.010039,0.000000,0.000000,1.500000,1.500000,1.373134,1.500000,0.484866,0.759241,1.000000,2.000000,6.152344,-16.896973,0.000000,0.000000
0.6700,8734,240,0,0,0.001544,0.010285,0.000000,0.000000,1.500000,1.500000,1.373294,1.500000,0.491600,0.761740,1.000000,2.000000,6.130371,-16.896973,0.000000,0.000000
